
gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI
xivAxiH	knasuz	xIpwO	pa.pa	-	knas1
xivAxiH	knasuz	kRaraNe	pa.pa	-	knas1
xivAxiH	vyuRaz	viBAge	pa.pa	-	vyuR1
xivAxiH	pluRaz	xAhe	pa.pa	pluR	pluR2
xivAxiH	nqwIz	gAwravikRepe	pa.pa	nqw	nqw1
xivAxiH	wrasIz	uxvege	pa.pa	wras	wras1
xivAxiH	kuWaz	pUwIBAve	pa.pa	-	kuW2
xivAxiH	puWaz	hiMsAyAm	pa.pa	puW	puW3
xivAxiH	gqXuz	pariveRtane	pa.pa	-	guX1
xivAxiH	kRipaz	preraNe	pa.pa	-	kRip1
xivAxiH	kRipaz	preraNe	pa.pa	-	kRip1
xivAxiH	puRpaz	vikasane	pa.pa	-	puRp1
xivAxiH	wimaz	ArxrIBAve	pa.pa	-	wim1
xivAxiH	wImaz	ArxrIBAve	pa.pa	-	wIm1
xivAxiH	swimaz	ArxrIBAve	pa.pa	swim	swim1
xivAxiH	Rwimaz	ArxrIBAve	pa.pa	swim	Rwim1
xivAxiH	RtImaz	ArxrIBAve	pa.pa	-	RtIm1
xivAxiH	RwImaz	ArxrIBAve	pa.pa	-	RwIm1
xivAxiH	vrIdaz	coxane	pa.pa	vrId(1)	vrId1
xivAxiH	iRaz	gawO	pa.pa	iR#2	iR1
xivAxiH	Rahaz	SakyarWe	pa.pa	-	Rah2
xivAxiH	Ruhaz	cakyarWe	pa.pa	-	Ruh1
xivAxiH	Ruhaz	SakyarWe	pa.pa	-	Ruh1
xivAxiH	jQR	vayohAnO	pa.pa	jQ	jQ1
xivAxiH	JQR	vayohAnO	pa.pa	-	JQ1
xivAxiH	RUf	prANiprasave	A.pa	-	RU2
xivAxiH	RUf	prANiprasave	A.pa	-	RU2
xivAxiH	xUf	pariwApe	A.pa	-	xU1
xivAxiH	xUf	pariwApe	A.pa	-	xU1
xivAxiH	xIf	kRaye	A.pa	-	xI1
xivAxiH	dIf	gawO	A.pa	dI	dI2
xivAxiH	dIf	vihAyasA_gawO	A.pa	dI	dI2
xivAxiH	XIf	anAxare	A.pa	-	XI1
xivAxiH	XIf	AxAne	A.pa	-	XI1
xivAxiH	XIf	AXAre	A.pa	XI#1	XI1
xivAxiH	mIf	hiMsAyAm	A.pa	mI	mI1
xivAxiH	rIf	sravaNe	A.pa	ri	rI1
xivAxiH	rIf	SravaNe	A.pa	ri	rI1
xivAxiH	lIf	SleRaNe	A.pa	lI	lI1
xivAxiH	vrIf	vqNowyarWe	A.pa	-	vrI1
xivAxiH	pIf	pAne	A.pa	-	pI1
xivAxiH	mAf	mAne	A.pa	-	mA3
xivAxiH	If	gawO	A.pa	-	I1
xivAxiH	prIf	prIwO	A.pa	-	prI1
xivAxiH	So	wanUkaraNe	pa.pa	SA	So1
xivAxiH	Co	Cexane	pa.pa	-	Co1
xivAxiH	Co	Coxane	pa.pa	-	Co1
xivAxiH	Ro	anwakarmaNi	pa.pa	sA#1	Ro1
xivAxiH	xo	avaKaNdane	pa.pa	-	xo1
xivAxiH	janIz	prAxurBAve	A.pa	jan	jan2
xivAxiH	xIpIz	xIpwO	A.pa	xIp	xIp1
xivAxiH	pUrIz	ApyAyane	A.pa	-	pUr1
xivAxiH	wUrIz	gawiwvaraNe	A.pa	-	wUr1
xivAxiH	wUrIz	hiMsAyAm	A.pa	-	wUr1
xivAxiH	XUrIz	gawO	A.pa	-	XUr1
xivAxiH	XUrIz	hiMsAyAm	A.pa	-	XUr1
xivAxiH	gUrIz	gawO	A.pa	-	gUr1
xivAxiH	gUrIz	hiMsAyAm	A.pa	-	gUr1
xivAxiH	GUrIz	hiMsAyAm	A.pa	-	GUr1
xivAxiH	GUrIz	vayohAnO	A.pa	-	GUr1
xivAxiH	jUrIz	hiMsAyAm	A.pa	-	jUr1
xivAxiH	jUrIz	vayohAnO	A.pa	-	jUr1
xivAxiH	SUrIz	hiMsAyAm	A.pa	-	SUr1
xivAxiH	SUrIz	swamBe	A.pa	-	SUr1
xivAxiH	cUrIz	xAhe	A.pa	-	cUr1
xivAxiH	wapaz	ESvarye	A.pa	wap	wap2
xivAxiH	vqwuz	varaNe	A.pa	-	vqw2
xivAxiH	vAvqwuz	varaNe	A.pa	-	vAvqw1
xivAxiH	kliSaz	upawApe	A.pa	-	kliS1
xivAxiH	kASqz	xIpwO	A.pa	-	kAS2
xivAxiH	vASqz	Sabxe	A.pa	vAS	vAS1
xivAxiH	mqRaz	wiwikRAyAm	A.pa	mqR	mqR2
xivAxiH	mqRaz	wiwikRAyAm	pa.pa	mqR	mqR2
xivAxiH	IzSucizr	pUwIBAve	A.pa	-	Suc2
xivAxiH	IzSucizr	pUwIBAve	pa.pa	-	Suc2
xivAxiH	Nahaz	banXane	A.pa	nah	Nah1
xivAxiH	Nahaz	banXane	pa.pa	nah	Nah1
xivAxiH	Nahaz	baXane	A.pa	nah	Nah1
xivAxiH	Nahaz	baXane	pa.pa	nah	Nah1
xivAxiH	ranjaz	rAge	A.pa	raFj	ranj2
xivAxiH	ranjaz	rAge	pa.pa	raFj	ranj2
xivAxiH	Sapaz	AkroSe	A.pa	-	Sap2
xivAxiH	Sapaz	AkroSe	pa.pa	-	Sap2
xivAxiH	paxaz	gawO	A.pa	pax#1	pax1
xivAxiH	Kixaz	xEnye	A.pa	-	Kix1
xivAxiH	vixaz	sawwAyAm	A.pa	-	vix2
xivAxiH	buXaz	avagamane	A.pa	buX#1	buX3
xivAxiH	yuXaz	samprahAre	A.pa	yuX#1	yuX1
xivAxiH	anu-ruXaz	kAme	A.pa	-	anu-ruX1
xivAxiH	aNaz	prANane	A.pa	-	aN2
xivAxiH	aNaz	prANane	A.pa	-	aN2
xivAxiH	manaz	jFAne	A.pa	-	man1
xivAxiH	yujaz	samAXO	A.pa	yuj#1	yuj1
xivAxiH	sqjaz	visarge	A.pa	-	sqj1
xivAxiH	liSaz	alpIBAve	A.pa	-	liS1
xivAxiH	rAXoz	vqxXO	pa.pa	rAX	rAX1
xivAxiH	vyaXaz	wAdane	pa.pa	vyaX	vyaX1
xivAxiH	puRaz	puRtO	pa.pa	puR#1	puR2
xivAxiH	SuRaz	SoRaNe	pa.pa	SuR(1)	SuR1
xivAxiH	wuRaz	prIwO	pa.pa	wuR	wuR1
xivAxiH	wuRaz	wuRtO	pa.pa	wuR	wuR1
xivAxiH	xuRaz	vEkqwye	pa.pa	xuR	xuR1
xivAxiH	SliRaz	Alifgane	pa.pa	SliR	SliR2
xivAxiH	Sakaz	viBARiwo_marRaNe	pa.pa	Sak	Sak2
xivAxiH	FiRvixAz	gAwraprakRaraNe	pa.pa	svix#2	Rvix2
xivAxiH	RvixA	gAwraprakRaraNe	pa.pa	-	RvixA1
xivAxiH	kruXaz	kope	pa.pa	kruX#1	kruX1
xivAxiH	kRuXaz	buBukRAyAm	pa.pa	kRuX#1	kRuX1
xivAxiH	SuXaz	SOce	pa.pa	SuX	SuX1
xivAxiH	RiXuz	saMrAxXO	pa.pa	siX#1	RiX3
xivAxiH	raXaz	hiMsAyAm	pa.pa	raX	raX1
xivAxiH	raXaz	saMrAxXO	pa.pa	raX	raX1
xivAxiH	NaSaz	axarSane	pa.pa	naS#1	NaS1
xivAxiH	wqpaz	prINane	pa.pa	wqp#1	wqp1
xivAxiH	wqpaz	prIwO	pa.pa	wqp#1	wqp1
xivAxiH	xqpaz	harRe	pa.pa	xqp	xqp1
xivAxiH	xqpaz	mocane	pa.pa	xqp	xqp1
xivAxiH	xqpaz	mohane	pa.pa	xqp	xqp1
xivAxiH	xruhaz	jiGAMsAyAm	pa.pa	xruh#1	xruh1
xivAxiH	muhaz	vEciwye	pa.pa	muh	muh1
xivAxiH	Rnuhaz	uxgiraNe	pa.pa	snuh#1	Rnuh1
xivAxiH	Rnihaz	prIwO	pa.pa	snih#1	Rnih1
xivAxiH	Samuz	upaSamane	pa.pa	Sam#1	Sam1
xivAxiH	wamuz	kAfkRAyAm	pa.pa	wam	wam1
xivAxiH	xamuz	upaSamane	pa.pa	xam#1	xam1
xivAxiH	Sramuz	Kexe	pa.pa	Sram	Sram1
xivAxiH	Sramuz	wapasi	pa.pa	Sram	Sram1
xivAxiH	Bramuz	anavasWAne	pa.pa	Bram	Bram2
xivAxiH	kRamUz	sahane	pa.pa	-	kRam2
xivAxiH	klamuz	glAnO	pa.pa	klam	klam1
xivAxiH	maxIz	harRe	pa.pa	max#1	max2
xivAxiH	asuz	kRepaNe	pa.pa	as#2	as3
xivAxiH	yasuz	prayawne	pa.pa	yas	yas1
xivAxiH	yasuz	yawne	pa.pa	yas	yas1
xivAxiH	jasuz	mokRaNe	pa.pa	jas	jas1
xivAxiH	wasuz	prakRepaNe	pa.pa	-	was1
xivAxiH	wasuz	upakRaye	pa.pa	-	was1
xivAxiH	xasuz	prakRepaNe	pa.pa	-	xas1
xivAxiH	xasuz	upakRaye	pa.pa	xas	xas1
xivAxiH	vasuz	swamBe	pa.pa	-	vas3
xivAxiH	pyusaz	viBAge	pa.pa	-	pyus1
xivAxiH	vyuRaz	xAhe	pa.pa	-	vyuR1
xivAxiH	visaz	preraNe	pa.pa	-	vis1
xivAxiH	kusaz	SleRaNe	pa.pa	-	kus1
xivAxiH	busaz	uwsarge	pa.pa	-	bus1
xivAxiH	musaz	KaNdane	pa.pa	-	mus1
xivAxiH	masIz	parimANe	pa.pa	-	mas1
xivAxiH	masIz	pariNAme	pa.pa	-	mas1
xivAxiH	masIz	pramANe	pa.pa	-	mas1
xivAxiH	lutaz	vilotane	pa.pa	-	lut4
xivAxiH	ucaz	samavAye	pa.pa	uc	uc1
xivAxiH	BqSuz	aXaHpawane	pa.pa	-	BqS1
xivAxiH	BranSuz	aXaHpawane	pa.pa	BraMS	BranS2
xivAxiH	vqSaz	varaNe	pa.pa	-	vqS1
xivAxiH	kqSaz	wanUkaraNe	pa.pa	kqS	kqS1
xivAxiH	FiwqRAz	pipAsAyAm	pa.pa	wqR#1	wqR1
xivAxiH	hqRaz	wuRtO	pa.pa	hqR	hqR2
xivAxiH	ruRaz	roRe	pa.pa	ruR#1	ruR2
xivAxiH	dipaz	kRepe	pa.pa	-	dip1
xivAxiH	kupaz	kroXe	pa.pa	kup	kup1
xivAxiH	gupaz	vyAkulawve	pa.pa	-	gup3
xivAxiH	yupaz	vimohane	pa.pa	-	yup1
xivAxiH	rupaz	vimohane	pa.pa	-	rup1
xivAxiH	luBaz	gArxXye	pa.pa	luB	luB1
xivAxiH	luBaz	gArxXye	pa.pa	luB	luB1
xivAxiH	kRuBaz	saFcalane	pa.pa	kRuB	kRuB2
xivAxiH	NaBaz	hiMsAyAm	pa.pa	-	NaB2
xivAxiH	wuBaz	hiMsAyAm	pa.pa	-	wuB2
xivAxiH	klixUz	ArxrIBAve	pa.pa	klix	klix2
xivAxiH	FimixAz	snehane	pa.pa	mix	mix3
xivAxiH	FikRvixAz	mocane	pa.pa	-	kRvix2
xivAxiH	FikRvixAz	mohane	pa.pa	-	kRvix2
xivAxiH	FikRvixAz	snehane	pa.pa	-	kRvix2
xivAxiH	qXuz	vqxXO	pa.pa	qX	qX1
xivAxiH	gqXuz	aBikAfkRAyAm	pa.pa	gqX	gqX1
xivAxiH	bisaz	preraNe	pa.pa	-	bis1
xivAxiH	Rnusa	nirasane	pa.pa	-	Rnusa1
xivAxiH	swUpaz	samucCrAye	pa.pa	-	swUp1
xivAxiH	lupaz	vimohane	pa.pa	-	lup1

gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI

svAxiH	RuF	aBiRave	A.pa	su#2	Ru3
svAxiH	RuF	aBiRave	pa.pa	su#2	Ru3
svAxiH	RiF	banXane	A.pa	-	Ri1
svAxiH	RiF	banXane	pa.pa	-	Ri1
svAxiH	SiF	niSAne	A.pa	-	Si1
svAxiH	SiF	niSAne	pa.pa	-	Si1
svAxiH	dumiF	prakRepaNe	A.pa	mi	mi1
svAxiH	dumiF	prakRepaNe	pa.pa	mi	mi1
svAxiH	ciF	cayane	A.pa	ci	ci1
svAxiH	ciF	cayane	pa.pa	ci	ci1
svAxiH	swqF	AcCAxane	A.pa	swQ	swq1
svAxiH	swqF	AcCAxane	pa.pa	swQ	swq1
svAxiH	kqF	hiMsAyAm	A.pa	kq#2	+kq2
svAxiH	kqF	hiMsAyAm	pa.pa	kq#2	+kq2
svAxiH	vqF	varaNe	A.pa	vq#1	vq1
svAxiH	vqF	varaNe	pa.pa	vq#1	vq1
svAxiH	XuF	kampane	A.pa	-	Xu1
svAxiH	XuF	kampane	pa.pa	-	Xu1
svAxiH	XuF	kampane	A.pa	-	Xu1
svAxiH	XuF	kampane	pa.pa	-	Xu1
svAxiH	XUF	kampane	A.pa	XU#1	XU1
svAxiH	XUF	kampane	pa.pa	XU#1	XU1
svAxiH	tuxu	upawApe	pa.pa	xu	xu2
svAxiH	hi	gawO	pa.pa	hi#2	hi1
svAxiH	hi	vqxXO	pa.pa	-	hi1
svAxiH	pq	prIwO	pa.pa	-	pq2
svAxiH	spq	pAlane	pa.pa	spq	spq1
svAxiH	spq	prIwO	pa.pa	-	spq1
svAxiH	smq	balane	pa.pa	-	smq2
svAxiH	smq	prIwO	pa.pa	-	smq2
svAxiH	ApLz	vyApwO	pa.pa	Ap	Ap1
svAxiH	SakLz	SakwO	pa.pa	Sak	Sak3
svAxiH	rAXaz	saMsixXO	pa.pa	rAX	rAX2
svAxiH	sAXaz	saMsixXO	pa.pa	-	sAX1
svAxiH	RAXaz	saMsixXO	pa.pa	-	RAX1
svAxiH	aSUz	safGAwe	A.pa	aS#1	aS1
svAxiH	aSUz	vyApwO	A.pa	aS#1	aS1
svAxiH	RwiGaz	Askanxane	A.pa	-	RwiG1
svAxiH	wikaz	Askanxane	pa.pa	-	wik2
svAxiH	wigaz	Askanxane	pa.pa	-	wig1
svAxiH	RaGaz	hiMsAyAm	pa.pa	-	RaG1
svAxiH	FiXqRAz	prAgalBye	pa.pa	XqR	XqR1
svAxiH	xanBuz	xamBe	pa.pa	-	xanB1
svAxiH	qXuz	vqxXO	pa.pa	qX	qX2
svAxiH	wqpaz	prINane	pa.pa	-	wqp2
svAxiH	ahaz	vyApwO	pa.pa	-	ah2
svAxiH	xaGaz	GAwane	pa.pa	-	xaG2
svAxiH	xaGaz	pAlane	pa.pa	xaG	xaG2
svAxiH	camuz	BakRaNe	pa.pa	-	cam2
svAxiH	ri	hiMsAyAm	pa.pa	-	ri1
svAxiH	kRi	hiMsAyAm	pa.pa	kRI	kRi2
svAxiH	qkRi	hiMsAyAm	pa.pa	-	+qkRi1
svAxiH	ciri	hiMsAyAm	pa.pa	-	ciri1
svAxiH	jiri	hiMsAyAm	pa.pa	-	jiri1
svAxiH	xASa	hiMsAyAm	pa.pa	-	xASa1
svAxiH	xq	hiMsAyAm	pa.pa	-	xq2

gaNa	iw_XAwu	mng	paxI	Heritage	saMsAXanI

wuxAxiH	wuxaz	vyaWane	A.pa	wux#1	wux1
wuxAxiH	wuxaz	vyaWane	pa.pa	wux#1	wux1
wuxAxiH	Nuxaz	preraNe	pa.pa	nux	Nux1
wuxAxiH	xiSaz	awisarjane	A.pa	xiS#1	xiS1
wuxAxiH	xiSaz	awisarjane	pa.pa	xiS#1	xiS1
wuxAxiH	Brasjaz	pAke	A.pa	Bqjj	Brasj1
wuxAxiH	Brasjaz	pAke	pa.pa	Bqjj	Brasj1
wuxAxiH	kRipaz	preraNe	A.pa	kRip	kRip2
wuxAxiH	kRipaz	preraNe	pa.pa	kRip	kRip2
wuxAxiH	kqRaz	vileKane	A.pa	kqR	kqR2
wuxAxiH	kqRaz	vileKane	pa.pa	kqR	kqR2
wuxAxiH	qRIz	gawO	pa.pa	qR	qR1
wuxAxiH	juRIz	prIwO	A.pa	juR#1	juR1
wuxAxiH	juRIz	sevane	A.pa	-	juR1
wuxAxiH	ozvijIz	Baye	A.pa	vij	vij2
wuxAxiH	ozvijIz	calane	A.pa	vij	vij2
wuxAxiH	ozlajIz	vrIdAyAm	A.pa	-	laj3
wuxAxiH	ozlasjIz	vrIdAyAm	A.pa	lajj	lasj1
wuxAxiH	ozvrascUz	Cexane	pa.pa	vraSc	vrasc1
wuxAxiH	vyacaz	samBave	pa.pa	vyac(3)	vyac1
wuxAxiH	vyacaz	vyAjIkaraNe	pa.pa	vyac(3)	vyac1
wuxAxiH	uCiz	uFCe	pa.pa	vas#4	uC4
wuxAxiH	uCIz	vivAse	pa.pa	vas#4	uC3
wuxAxiH	qCaz	gawO	pa.pa	-	qC1
wuxAxiH	qCaz	inxriyapralaye	pa.pa	-	qC1
wuxAxiH	qCaz	mUrwiBAve	pa.pa	-	qC1
wuxAxiH	miCaz	uwkleSe	pa.pa	-	miC1
wuxAxiH	jarjaz	Barwsane	pa.pa	-	jarj2
wuxAxiH	jarjaz	pariBARaNe	pa.pa	-	jarj2
wuxAxiH	carcaz	Barwsane	pa.pa	-	carc2
wuxAxiH	carcaz	pariBARaNe	pa.pa	-	carc2
wuxAxiH	carcaz	sanwarjane	pa.pa	-	carc2
wuxAxiH	JarJaz	Barwsane	pa.pa	-	JarJ2
wuxAxiH	JarJaz	pariBARaNe	pa.pa	-	JarJ2
wuxAxiH	wvacaz	saMvaraNe	pa.pa	-	wvac1
wuxAxiH	qcaz	swuwO	pa.pa	qc#1(1)	qc1
wuxAxiH	ubjaz	Arjave	pa.pa	-	ubj1
wuxAxiH	uxJaz	uwsarge	pa.pa	ujJ	uxJ1
wuxAxiH	luBaz	vimohane	pa.pa	-	luB2
wuxAxiH	riPaz	hiMsAyAm	pa.pa	-	riP1
wuxAxiH	riPaz	kawWane	pa.pa	-	riP1
wuxAxiH	riPaz	ninxane	pa.pa	-	riP1
wuxAxiH	riPaz	xAne	pa.pa	-	riP1
wuxAxiH	riPaz	yuxXe	pa.pa	-	riP1
wuxAxiH	wqpaz	wqpwO	pa.pa	-	wqp3
wuxAxiH	wqPaz	wqpwO	pa.pa	-	wqP1
wuxAxiH	wqnPaz	wqpwO	pa.pa	-	wqnP1
wuxAxiH	wupaz	hiMsAyAm	pa.pa	wup	wup2
wuxAxiH	wunpaz	hiMsAyAm	pa.pa	-	wunp2
wuxAxiH	wunpaz	hiMsAyAm	pa.pa	-	wunp2
wuxAxiH	wuPaz	hiMsAyAm	pa.pa	-	wuP2
wuxAxiH	wunPaz	hiMsAyAm	pa.pa	-	wunP2
wuxAxiH	xqPaz	uwkleSe	pa.pa	-	xqP1
wuxAxiH	xqnPaz	uwkleSe	pa.pa	-	xqnP1
wuxAxiH	qPaz	hiMsAyAm	pa.pa	-	qP1
wuxAxiH	qnPaz	hiMsAyAm	pa.pa	-	qnP1
wuxAxiH	guPaz	granWe	pa.pa	-	guP1
wuxAxiH	gunPaz	granWe	pa.pa	gumP	gunP1
wuxAxiH	uBaz	pUraNe	pa.pa	-	uB1
wuxAxiH	unBaz	pUraNe	pa.pa	-	unB1
wuxAxiH	SuBaz	SoBArWe	pa.pa	-	SuB2
wuxAxiH	SunBaz	SoBArWe	pa.pa	-	SunB2
wuxAxiH	xqBIz	granWe	pa.pa	xqB	xqB1
wuxAxiH	cqwIz	granWe	pa.pa	-	cqw1
wuxAxiH	cqwIz	hiMsAyAm	pa.pa	-	cqw1
wuxAxiH	viXaz	viXAne	pa.pa	viX#1	viX1
wuxAxiH	judaz	banXane	pa.pa	-	jud1
wuxAxiH	judaz	gawO	pa.pa	-	jud1
wuxAxiH	mqdaz	suKe	pa.pa	mqd	mqd1
wuxAxiH	pqdaz	suKe	pa.pa	-	pqd1
wuxAxiH	pqNaz	prINane	pa.pa	-	pqN1
wuxAxiH	mqNaz	hiMsAyAm	pa.pa	-	mqN1
wuxAxiH	wuNaz	kOtilye	pa.pa	-	wuN1
wuxAxiH	puNaz	karmaNi_SuBe	pa.pa	-	puN1
wuxAxiH	puNaz	kOtilye	pa.pa	-	puN1
wuxAxiH	muNaz	prawijFAne	pa.pa	-	muN1
wuxAxiH	kuNaz	Sabxe	pa.pa	-	kuN1
wuxAxiH	kuNaz	upakaraNe	pa.pa	-	kuN1
wuxAxiH	Sunaz	gawO	pa.pa	-	Sun1
wuxAxiH	xruNaz	gawO	pa.pa	-	xruN1
wuxAxiH	xruNaz	hiMsAyAm	pa.pa	-	xruN1
wuxAxiH	xruNaz	kOtilye	pa.pa	-	xruN1
wuxAxiH	GUrNaz	BramaNe	pa.pa	GUrN	GUrN2
wuxAxiH	Ruraz	ESvarye	pa.pa	sur	Rur1
wuxAxiH	Ruraz	xIpwO	pa.pa	sur	Rur1
wuxAxiH	kuraz	Sabxe	pa.pa	-	kur1
wuxAxiH	Kuraz	Cexane	pa.pa	-	Kur1
wuxAxiH	Kuraz	KaNdane	pa.pa	-	Kur1
wuxAxiH	Kuraz	vileKane	pa.pa	-	Kur1
wuxAxiH	muraz	saMveRtane	pa.pa	-	mur1
wuxAxiH	kRuraz	vileKane	pa.pa	-	kRur1
wuxAxiH	Guraz	BImArWe	pa.pa	-	Gur1
wuxAxiH	Guraz	Sabxe	pa.pa	-	Gur1
wuxAxiH	puraz	agragamane	pa.pa	-	pur1
wuxAxiH	bqhuz	uxyamane	pa.pa	bqh#1,bqh#2	bqh3
wuxAxiH	vqhUz	uxyamane	pa.pa	vqh	vqh3
wuxAxiH	wqhUz	hiMsAyAm	pa.pa	-	wqh3
wuxAxiH	swqhUz	hiMsAyAm	pa.pa	-	swqh1
wuxAxiH	wqnhUz	hiMsAyAm	pa.pa	-	wqnh1
wuxAxiH	iRuz	icCAyAm	pa.pa	iR#1	iR2
wuxAxiH	miRaz	sparXAyAm	pa.pa	miR	miR2
wuxAxiH	kilaz	krIdAyAm	pa.pa	-	kil1
wuxAxiH	kilaz	SvEwye	pa.pa	-	kil1
wuxAxiH	wilaz	snehane	pa.pa	-	wil2
wuxAxiH	cilaz	vasane	pa.pa	-	cil1
wuxAxiH	calaz	vikasane	pa.pa	-	cal2
wuxAxiH	calaz	vilasane	pa.pa	-	cal2
wuxAxiH	ilaz	kRepaNe	pa.pa	-	il1
wuxAxiH	ilaz	svapne	pa.pa	il	il1
wuxAxiH	vilaz	saMvaraNe	pa.pa	-	vil1
wuxAxiH	bilaz	Bexane	pa.pa	-	bil1
wuxAxiH	Nilaz	gahane	pa.pa	-	Nil1
wuxAxiH	hilaz	BAvakaraNe	pa.pa	-	hil1
wuxAxiH	hilaz	hAvakaraNe	pa.pa	-	hil1
wuxAxiH	Silaz	uFCe	pa.pa	-	Sil1
wuxAxiH	Rilaz	uFCe	pa.pa	-	Ril1
wuxAxiH	milaz	SleRaNe	pa.pa	-	mil1
wuxAxiH	liKaz	akRaravinyAse	pa.pa	liK	liK1
wuxAxiH	kutaz	kOtilye	pa.pa	kut	kut1
wuxAxiH	putaz	saMSleRaNe	pa.pa	put	put1
wuxAxiH	kucaz	safkocane	pa.pa	kuc	kuc2
wuxAxiH	gujaz	Sabxe	pa.pa	-	guj2
wuxAxiH	gudaz	prawiGAwe	pa.pa	-	gud1
wuxAxiH	gudaz	rakRaNe	pa.pa	-	gud1
wuxAxiH	dipaz	kRepe	pa.pa	-	dip2
wuxAxiH	Curaz	Cexane	pa.pa	Cur	Cur1
wuxAxiH	sPutaz	vikasane	pa.pa	sPut	sPut3
wuxAxiH	mutaz	AkRepe	pa.pa	-	mut2
wuxAxiH	mutaz	pramarxane	pa.pa	-	mut2
wuxAxiH	wrutaz	Cexane	pa.pa	wrut	wrut1
wuxAxiH	wutaz	kalahakarmaNi	pa.pa	-	wut1
wuxAxiH	cutaz	Cexane	pa.pa	-	cut2
wuxAxiH	Cutaz	Cexane	pa.pa	-	Cut1
wuxAxiH	kadaz	Gasane	pa.pa	-	kad3
wuxAxiH	kadaz	maxe	pa.pa	-	kad3
wuxAxiH	lutaz	saMSleRaNe	pa.pa	-	lut5
wuxAxiH	luTaz	saMSleRaNe	pa.pa	luT	luT3
wuxAxiH	kqdaz	Ganawve	pa.pa	-	kqd1
wuxAxiH	kudaz	bAlye	pa.pa	-	kud3
wuxAxiH	pudaz	uwsarge	pa.pa	-	pud2
wuxAxiH	Gutaz	prawiGAwe	pa.pa	-	Gut2
wuxAxiH	wudaz	wodane	pa.pa	-	wud3
wuxAxiH	Wudaz	saMvaraNe	pa.pa	-	Wud1
wuxAxiH	sParaz	calane	pa.pa	-	sPar1
wuxAxiH	sPuraz	calane	pa.pa	sPur	sPur1
wuxAxiH	sPuraz	saFcalane	pa.pa	sPur	sPur1
wuxAxiH	sPuraz	sPuraNe	pa.pa	sPur	sPur1
wuxAxiH	sPuraz	xIpwO	pa.pa	sPur	sPur1
wuxAxiH	sPulaz	calane	pa.pa	-	sPul1
wuxAxiH	sPulaz	saFcalane	pa.pa	-	sPul1
wuxAxiH	sPulaz	saFcaye	pa.pa	-	sPul1
wuxAxiH	sPudaz	saMvaraNe	pa.pa	-	sPud2
wuxAxiH	cudaz	saMvaraNe	pa.pa	-	cud2
wuxAxiH	vrudaz	saMvaraNe	pa.pa	-	vrud1
wuxAxiH	krudaz	nimajjane	pa.pa	-	krud1
wuxAxiH	gurIz	uxyamane	A.pa	gur	gur1
wuxAxiH	NU	swavane	pa.pa	-	NU1
wuxAxiH	XU	viXUnane	pa.pa	-	XU2
wuxAxiH	Xru	gawO	pa.pa	-	Xru2
wuxAxiH	Xru	gawO	pa.pa	-	Xru2
wuxAxiH	Xru	sWErye	pa.pa	Xru	Xru2
wuxAxiH	Xru	sWErye	pa.pa	Xru	Xru2
wuxAxiH	kuf	Sabxe	A.pa	kU	ku3
wuxAxiH	kuf	Sabxe	A.pa	kU	ku3
wuxAxiH	gu	purIRowsarge	pa.pa	-	gu2
wuxAxiH	gu	purIRowsarge	pa.pa	-	gu2
wuxAxiH	pqf	vyAyAme	A.pa	-	pq3
wuxAxiH	mqf	prANawyAge	A.pa	mq	mq1
wuxAxiH	ri	gawO	pa.pa	-	ri2
wuxAxiH	pi	gawO	pa.pa	pi#2	pi1
wuxAxiH	Xi	viXAraNe	pa.pa	-	Xi1
wuxAxiH	Xi	XAraNe	pa.pa	-	Xi1
wuxAxiH	kRi	gawO	pa.pa	-	kRi3
wuxAxiH	kRi	nivAse	pa.pa	kRi	kRi3
wuxAxiH	RU	preraNe	pa.pa	sU#1	RU3
wuxAxiH	kQ	vikRepe	pa.pa	kQ	kQ1
wuxAxiH	gQ	nigaraNe	pa.pa	gQ#1	gQ1
wuxAxiH	xqf	Axare	A.pa	-	xq3
wuxAxiH	Xqf	avasWAne	A.pa	-	Xq3
wuxAxiH	praCaz	jFIpsAyAm	pa.pa	praS	praC1
wuxAxiH	sqjaz	visarge	pa.pa	sqj#1	sqj2
wuxAxiH	tumasjoz	SuxXO	pa.pa	majj	masj1
wuxAxiH	rujoz	Bafge	pa.pa	ruj#1	ruj1
wuxAxiH	Bujoz	kOtilye	pa.pa	Buj#1	Buj1
wuxAxiH	Cupaz	sparSane	pa.pa	-	Cup1
wuxAxiH	ruSaz	hiMsAyAm	pa.pa	-	ruS1
wuxAxiH	riSaz	hiMsAyAm	pa.pa	-	riS1
wuxAxiH	liSaz	gawO	pa.pa	liS	liS2
wuxAxiH	spqSaz	sparSe	pa.pa	spqS#1	spqS1
wuxAxiH	viCaz	gawO	pa.pa	-	viC1
wuxAxiH	viCaz	gawO	pa.pa	-	viC1
wuxAxiH	viSaz	praveSane	pa.pa	viS#1	viS1
wuxAxiH	mqSaz	AmarSane	pa.pa	mqS	mqS1
wuxAxiH	RaxLz	avasAxane	pa.pa	-	Rax2
wuxAxiH	RaxLz	gawO	pa.pa	-	Rax2
wuxAxiH	RaxLz	viSaraNe	pa.pa	-	Rax2
wuxAxiH	SaxLz	SAwane	pa.pa	-	Sax2
